utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos,IsFullTracking
1732153416000,27479000000,,700793.0945847877,-1416188606521999872,0.0,147.19634180689258,1183.606855644269,0.0,0,4,0.0,16431,351833912992849,487,19.399999618530273,220.26490303489922,0.14999,16,0.0,0.0,1575420030,,,,0,3.2653123212385857,6,6.0,19.399999618530273,0.0,0.0,-47.367579603891244,66.7128,C,32300092000000,
1732153416000,27479000000,,700793.0945847877,-1416188606521999872,0.0,147.19634180689258,1183.606855644269,0.0,0,6,0.0,16431,351833922384046,797,18.70800018310547,-288.6432130358532,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,18.70800018310547,0.0,0.0,0.0,66.7128,C,32300092000000,
1732153417000,28479000000,,700726.016930019,-1416188606521999872,0.0,145.66095751493893,1186.4836407779233,0.0,0,15,0.0,16431,351834924095178,396,21.2450008392334,685.552050665172,0.14999,16,0.0,0.0,1575420030,,,,0,7.404668831813606,1,6.0,21.2450008392334,0.0,0.0,0.0,66.7128,C,32301092000000,
1732153417000,28479000000,,700726.016930019,-1416188606521999872,0.0,145.66095751493893,1186.4836407779233,0.0,0,30,0.0,16431,351834923653595,487,19.85300064086914,960.7694318340066,0.14999,16,0.0,0.0,1575420030,,,,0,0.4878220302067371,1,6.0,19.85300064086914,0.0,0.0,0.0,66.7128,C,32301092000000,
1732153417000,28479000000,,700726.016930019,-1416188606521999872,0.0,145.66095751493893,1186.4836407779233,0.0,0,13,0.0,16431,351834927141933,487,22.700000762939453,861.0225618121539,0.14999,16,0.0,0.0,1575420030,,,,0,2.891668061883502,1,6.0,22.700000762939453,0.0,0.0,0.0,66.7128,C,32301092000000,
1732153417000,28479000000,,700726.016930019,-1416188606521999872,0.0,145.66095751493893,1186.4836407779233,0.0,0,12,0.0,17,538612,797,16.405000686645508,-188.0136795644165,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,16.405000686645508,0.0,0.0,0.0,66.7128,C,32301092000000,
1732153417000,28479000000,,700726.016930019,-1416188606521999872,0.0,145.66095751493893,1186.4836407779233,0.0,0,4,0.0,16431,351834912992121,316,19.3799991607666,220.75167109074513,0.14999,16,0.0,0.0,1575420030,,,,0,2.6004936584650027,6,6.0,19.3799991607666,0.0,0.0,-47.367579603891244,66.7128,C,32301092000000,
1732153417000,28479000000,,700726.016930019,-1416188606521999872,0.0,145.66095751493893,1186.4836407779233,0.0,0,6,0.0,16431,351834922385045,396,22.292999267578125,-287.8139303064951,0.14999,16,0.0,0.0,1575420030,,,,0,5.989707261598365,1,6.0,22.292999267578125,0.0,0.0,0.0,66.7128,C,32301092000000,
1732153418000,29479000000,,700701.3123392183,-1416188606521999872,0.0,144.90165078837796,1188.3214313392775,0.0,0,15,0.0,16431,351835924092887,396,21.222999572753906,685.9575861802738,0.14999,16,0.0,0.0,1575420030,,,,0,3.623544107412629,1,6.0,21.222999572753906,0.0,0.0,0.0,66.7128,C,32302092000000,
1732153418000,29479000000,,700701.3123392183,-1416188606521999872,0.0,144.90165078837796,1188.3214313392775,0.0,0,30,0.0,16431,351835923650360,487,19.844999313354492,961.7842694777096,0.14999,16,0.0,0.0,1575420030,,,,0,1.6633820412704585,1,6.0,19.844999313354492,0.0,0.0,0.0,66.7128,C,32302092000000,
1732153418000,29479000000,,700701.3123392183,-1416188606521999872,0.0,144.90165078837796,1188.3214313392775,0.0,0,13,0.0,16431,351835927139020,487,19.649999618530273,861.628751226869,0.14999,16,0.0,0.0,1575420030,,,,0,1.5527322692712389,1,6.0,19.649999618530273,0.0,0.0,0.0,66.7128,C,32302092000000,
1732153418000,29479000000,,700701.3123392183,-1416188606521999872,0.0,144.90165078837796,1188.3214313392775,0.0,0,12,0.0,17,539238,487,13.399999618530273,-188.0071289277308,0.14999,16,0.0,0.0,1575420030,,,,0,0.0,1,6.0,13.399999618530273,0.0,0.0,0.0,66.7128,C,32302092000000,
1732153418000,29479000000,,700701.3123392183,-1416188606521999872,0.0,144.90165078837796,1188.3214313392775,0.0,0,4,0.0,16431,351835912991396,316,22.700000762939453,221.02329022112005,0.14999,16,0.0,0.0,1575420030,,,,0,8.113001976262733,6,6.0,22.700000762939453,0.0,0.0,-47.367579603891244,66.7128,C,32302092000000,
